001-013 Support Identification Code (SIC),014-017 Vehicle Identification Code (VIC),018-026 Numerical day of year,027-030 Data format identification code,031-051 GMT in total tenths of seconds,052-060 Radar site id number (BCD),061-088 E position in meters (scaled),089-090 Position scale code,091-118 F position in meters (scaled),119-120 Velocity scale code,121-148 G position in meters (scaled),149-149 Optical track (TRUE/FALSE),150-150 Using plus time flag (TRUE/FALSE),151-165 F velocity in meters/sec (scaled),166-180 E velocity in meters/sec (scaled),181-181 Liftoff has occurred (TRUE/FALSE),182-182 Plunge mode flag (TRUE/FALSE),183-184 Pulse width,185-185 Refraction correction already (IN),186-186 Droop flag (IN/OUT),187-187 Paramp flag (ON/OFF),188-188 Radiation flag (ON/OFF),189-189 Dual local oscillators vs single,190-190 Beacon (TRUE) vs skin (FALSE) flag,191-191 Track flag (ON/OFF),192-192 Quality of data (GOOD/BAD),193-195 Source mode bits,196-210 G velocity in meters/sec (scaled),211-217 Checksum,218-224 Spare bits,225-240 Sync Bits
1,1,50,0,20695.6,144,-2277781,0,-1456175,0,6092732,0,0,153,273,0,0,0,0,0,0,0,0,0,1,1,1,790,93,0,X 
1,1,50,0,20695.7,144,-2277753,0,-1456160,0,6092811,0,0,153,274,0,0,0,0,0,0,0,0,0,1,1,1,789,90,0,XX
1,1,50,0,20695.8,144,-2277726,0,-1456144,0,6092890,0,0,154,274,0,0,0,0,0,0,0,0,0,1,1,1,788,22,0,X 
1,1,50,0,20695.9,144,-2277699,0,-1456129,0,6092969,0,0,154,274,0,0,0,0,0,0,0,0,0,1,1,1,788,18,0,XX
1,1,50,0,20696.0,144,-2277671,0,-1456113,0,6093048,0,0,154,275,0,0,0,0,0,0,0,0,0,1,1,1,787,87,0,X 
1,1,50,0,20696.1,144,-2277643,0,-1456098,0,6093126,0,0,154,275,0,0,0,0,0,0,0,0,0,1,1,1,786,82,0,XX
1,1,50,0,20696.2,144,-2277616,0,-1456082,0,6093205,0,0,154,275,0,0,0,0,0,0,0,0,0,1,1,1,785,78,0,X 
1,1,50,0,20696.3,144,-2277588,0,-1456067,0,6093284,0,0,155,276,0,0,0,0,0,0,0,0,0,1,1,1,784,76,0,XX
1,1,50,0,20696.4,144,-2277561,0,-1456051,0,6093363,0,0,155,276,0,0,0,0,0,0,0,0,0,1,1,1,783,72,0,X 
1,1,50,0,20696.5,144,-2277533,0,-1456036,0,6093441,0,0,155,276,0,0,0,0,0,0,0,0,0,1,1,1,782,67,0,XX
1,1,50,0,20696.6,144,-2277506,0,-1456020,0,6093519,0,0,155,276,0,0,0,0,0,0,0,0,0,1,1,1,782,63,0,X 
1,1,50,0,20696.7,144,-2277478,0,-1456005,0,6093597,0,0,155,277,0,0,0,0,0,0,0,0,0,1,1,1,781,59,0,XX
1,1,50,0,20696.8,144,-2277450,0,-1455989,0,6093675,0,0,156,277,0,0,0,0,0,0,0,0,0,1,1,1,780,56,0,X 
1,1,50,0,20696.9,144,-2277422,0,-1455973,0,6093753,0,0,156,277,0,0,0,0,0,0,0,0,0,1,1,1,779,52,0,XX
1,1,50,0,20697.0,144,-2277394,0,-1455958,0,6093831,0,0,156,278,0,0,0,0,0,0,0,0,0,1,1,1,778,54,0,X 
1,1,50,0,20697.1,144,-2277367,0,-1455942,0,6093909,0,0,156,278,0,0,0,0,0,0,0,0,0,1,1,1,778,113,0,XX
1,1,50,0,20697.2,144,-2277339,0,-1455926,0,6093987,0,0,156,278,0,0,0,0,0,0,0,0,0,1,1,1,777,109,0,X 
1,1,50,0,20697.3,144,-2277311,0,-1455911,0,6094065,0,0,156,279,0,0,0,0,0,0,0,0,0,1,1,1,776,105,0,XX
1,1,50,0,20697.4,144,-2277283,0,-1455895,0,6094142,0,0,157,279,0,0,0,0,0,0,0,0,0,1,1,1,775,101,0,X 
1,1,50,0,20697.5,144,-2277255,0,-1455879,0,6094220,0,0,157,279,0,0,0,0,0,0,0,0,0,1,1,1,774,97,0,XX
1,1,50,0,20697.6,144,-2277227,0,-1455864,0,6094297,0,0,157,280,0,0,0,0,0,0,0,0,0,1,1,1,774,93,0,X 
1,1,50,0,20697.7,144,-2277199,0,-1455848,0,6094375,0,0,157,280,0,0,0,0,0,0,0,0,0,1,1,1,773,89,0,XX
1,1,50,0,20697.8,144,-2277171,0,-1455832,0,6094452,0,0,157,280,0,0,0,0,0,0,0,0,0,1,1,1,772,84,0,X 
1,1,50,0,20697.9,144,-2277143,0,-1455816,0,6094529,0,0,158,280,0,0,0,0,0,0,0,0,0,1,1,1,771,80,0,XX
1,1,50,0,20698.0,144,-2277115,0,-1455800,0,6094606,0,0,158,281,0,0,0,0,0,0,0,0,0,1,1,1,770,82,0,X 
1,1,50,0,20698.1,144,-2277087,0,-1455785,0,6094683,0,0,158,281,0,0,0,0,0,0,0,0,0,1,1,1,769,76,0,XX
1,1,50,0,20698.2,144,-2277058,0,-1455769,0,6094760,0,0,158,281,0,0,0,0,0,0,0,0,0,1,1,1,769,73,0,X 
1,1,50,0,20698.3,144,-2277030,0,-1455753,0,6094837,0,0,158,282,0,0,0,0,0,0,0,0,0,1,1,1,768,4,0,XX
1,1,50,0,20698.4,144,-2277002,0,-1455737,0,6094914,0,0,159,282,0,0,0,0,0,0,0,0,0,1,1,1,767,121,0,X 
1,1,50,0,20698.5,144,-2276974,0,-1455721,0,6094991,0,0,159,282,0,0,0,0,0,0,0,0,0,1,1,1,766,116,0,XX
1,1,50,0,20698.6,144,-2276945,0,-1455705,0,6095067,0,0,159,283,0,0,0,0,0,0,0,0,0,1,1,1,765,112,0,X 
1,1,50,0,20698.7,144,-2276917,0,-1455689,0,6095144,0,0,159,283,0,0,0,0,0,0,0,0,0,1,1,1,765,108,0,XX
1,1,50,0,20698.8,144,-2276889,0,-1455673,0,6095220,0,0,159,283,0,0,0,0,0,0,0,0,0,1,1,1,764,102,0,X 
1,1,50,0,20698.9,144,-2276860,0,-1455657,0,6095297,0,0,160,284,0,0,0,0,0,0,0,0,0,1,1,1,763,100,0,XX
1,1,50,0,20699.0,144,-2276832,0,-1455641,0,6095373,0,0,160,284,0,0,0,0,0,0,0,0,0,1,1,1,762,100,0,X 
1,1,50,0,20699.1,144,-2276803,0,-1455625,0,6095449,0,0,160,284,0,0,0,0,0,0,0,0,0,1,1,1,761,95,0,XX
1,1,50,0,20699.2,144,-2276775,0,-1455609,0,6095525,0,0,160,284,0,0,0,0,0,0,0,0,0,1,1,1,760,89,0,X 
1,1,50,0,20699.3,144,-2276746,0,-1455593,0,6095601,0,0,160,285,0,0,0,0,0,0,0,0,0,1,1,1,760,23,0,XX
1,1,50,0,20699.4,144,-2276718,0,-1455577,0,6095677,0,0,161,285,0,0,0,0,0,0,0,0,0,1,1,1,759,81,0,X 
1,1,50,0,20699.5,144,-2276689,0,-1455561,0,6095753,0,0,161,285,0,0,0,0,0,0,0,0,0,1,1,1,758,76,0,XX
1,1,50,0,20699.6,144,-2276661,0,-1455545,0,6095829,0,0,161,286,0,0,0,0,0,0,0,0,0,1,1,1,757,71,0,X 
1,1,50,0,20699.7,144,-2276632,0,-1455528,0,6095905,0,0,161,286,0,0,0,0,0,0,0,0,0,1,1,1,756,67,0,XX
1,1,50,0,20699.8,144,-2276603,0,-1455512,0,6095980,0,0,161,286,0,0,0,0,0,0,0,0,0,1,1,1,755,61,0,X 
1,1,50,0,20699.9,144,-2276575,0,-1455496,0,6096056,0,0,161,287,0,0,0,0,0,0,0,0,0,1,1,1,755,57,0,XX
1,1,50,0,20700.0,144,-2276546,0,-1455480,0,6096131,0,0,162,287,0,0,0,0,0,0,0,0,0,1,1,1,754,58,0,X 
1,1,50,0,20700.1,144,-2276517,0,-1455464,0,6096207,0,0,162,287,0,0,0,0,0,0,0,0,0,1,1,1,753,53,0,XX
1,1,50,0,20700.2,144,-2276489,0,-1455448,0,6096282,0,0,162,288,0,0,0,0,0,0,0,0,0,1,1,1,752,47,0,X 
1,1,50,0,20700.3,144,-2276460,0,-1455431,0,6096357,0,0,162,288,0,0,0,0,0,0,0,0,0,1,1,1,752,43,0,XX
1,1,50,0,20700.4,144,-2276431,0,-1455415,0,6096433,0,0,162,288,0,0,0,0,0,0,0,0,0,1,1,1,751,101,0,X 
1,1,50,0,20700.5,144,-2276402,0,-1455399,0,6096508,0,0,163,288,0,0,0,0,0,0,0,0,0,1,1,1,750,96,0,XX
1,1,50,0,20700.6,144,-2276373,0,-1455382,0,6096583,0,0,163,289,0,0,0,0,0,0,0,0,0,1,1,1,749,92,0,X 
1,1,50,0,20700.7,144,-2276344,0,-1455366,0,6096658,0,0,163,289,0,0,0,0,0,0,0,0,0,1,1,1,748,86,0,XX
1,1,50,0,20700.8,144,-2276315,0,-1455350,0,6096732,0,0,163,289,0,0,0,0,0,0,0,0,0,1,1,1,747,79,0,X 
1,1,50,0,20700.9,144,-2276286,0,-1455333,0,6096807,0,0,163,290,0,0,0,0,0,0,0,0,0,1,1,1,747,76,0,XX
1,1,50,0,20701.0,144,-2276257,0,-1455317,0,6096882,0,0,164,290,0,0,0,0,0,0,0,0,0,1,1,1,746,77,0,X 
1,1,50,0,20701.1,144,-2276228,0,-1455300,0,6096956,0,0,164,290,0,0,0,0,0,0,0,0,0,1,1,1,745,71,0,XX
1,1,50,0,20701.2,144,-2276199,0,-1455284,0,6097031,0,0,164,291,0,0,0,0,0,0,0,0,0,1,1,1,744,66,0,X 
1,1,50,0,20701.3,144,-2276170,0,-1455268,0,6097105,0,0,164,291,0,0,0,0,0,0,0,0,0,1,1,1,743,122,0,XX
1,1,50,0,20701.4,144,-2276141,0,-1455251,0,6097180,0,0,164,291,0,0,0,0,0,0,0,0,0,1,1,1,742,117,0,X 
1,1,50,0,20701.5,144,-2276112,0,-1455235,0,6097254,0,0,164,291,0,0,0,0,0,0,0,0,0,1,1,1,742,111,0,XX
1,1,50,0,20701.6,144,-2276082,0,-1455218,0,6097328,0,0,165,292,0,0,0,0,0,0,0,0,0,1,1,1,741,108,0,X 
1,1,50,0,20701.7,144,-2276053,0,-1455202,0,6097402,0,0,165,292,0,0,0,0,0,0,0,0,0,1,1,1,740,101,0,XX
1,1,50,0,20701.8,144,-2276024,0,-1455185,0,6097476,0,0,165,292,0,0,0,0,0,0,0,0,0,1,1,1,739,95,0,X 
1,1,50,0,20701.9,144,-2275995,0,-1455169,0,6097550,0,0,165,293,0,0,0,0,0,0,0,0,0,1,1,1,738,89,0,XX
1,1,50,0,20702.0,144,-2275965,0,-1455152,0,6097624,0,0,165,293,0,0,0,0,0,0,0,0,0,1,1,1,737,90,0,X 
1,1,50,0,20702.1,144,-2275936,0,-1455135,0,6097698,0,0,166,293,0,0,0,0,0,0,0,0,0,1,1,1,737,86,0,XX
1,1,50,0,20702.2,144,-2275906,0,-1455119,0,6097771,0,0,166,294,0,0,0,0,0,0,0,0,0,1,1,1,736,80,0,X 
1,1,50,0,20702.3,144,-2275877,0,-1455102,0,6097845,0,0,166,294,0,0,0,0,0,0,0,0,0,1,1,1,735,9,0,XX
1,1,50,0,20702.4,144,-2275848,0,-1455085,0,6097918,0,0,166,294,0,0,0,0,0,0,0,0,0,1,1,1,734,2,0,X 
1,1,50,0,20702.5,144,-2275818,0,-1455069,0,6097992,0,0,166,295,0,0,0,0,0,0,0,0,0,1,1,1,733,125,0,XX
1,1,50,0,20702.6,144,-2275789,0,-1455052,0,6098065,0,0,167,295,0,0,0,0,0,0,0,0,0,1,1,1,733,120,0,X 
1,1,50,0,20702.7,144,-2275759,0,-1455035,0,6098139,0,0,167,295,0,0,0,0,0,0,0,0,0,1,1,1,732,52,0,XX
1,1,50,0,20702.8,144,-2275729,0,-1455019,0,6098212,0,0,167,295,0,0,0,0,0,0,0,0,0,1,1,1,731,45,0,X 
1,1,50,0,20702.9,144,-2275700,0,-1455002,0,6098285,0,0,167,296,0,0,0,0,0,0,0,0,0,1,1,1,730,39,0,XX
1,1,50,0,20703.0,144,-2275670,0,-1454985,0,6098358,0,0,167,296,0,0,0,0,0,0,0,0,0,1,1,1,729,39,0,X 
1,1,50,0,20703.1,144,-2275640,0,-1454968,0,6098431,0,0,168,296,0,0,0,0,0,0,0,0,0,1,1,1,729,35,0,XX
1,1,50,0,20703.2,144,-2275611,0,-1454951,0,6098504,0,0,168,297,0,0,0,0,0,0,0,0,0,1,1,1,728,92,0,X 
1,1,50,0,20703.3,144,-2275581,0,-1454935,0,6098576,0,0,168,297,0,0,0,0,0,0,0,0,0,1,1,1,727,84,0,XX
1,1,50,0,20703.4,144,-2275551,0,-1454918,0,6098649,0,0,168,297,0,0,0,0,0,0,0,0,0,1,1,1,726,78,0,X 
1,1,50,0,20703.5,144,-2275521,0,-1454901,0,6098722,0,0,168,298,0,0,0,0,0,0,0,0,0,1,1,1,725,73,0,XX
1,1,50,0,20703.6,144,-2275492,0,-1454884,0,6098794,0,0,168,298,0,0,0,0,0,0,0,0,0,1,1,1,724,65,0,X 
1,1,50,0,20703.7,144,-2275462,0,-1454867,0,6098867,0,0,169,298,0,0,0,0,0,0,0,0,0,1,1,1,724,61,0,XX
1,1,50,0,20703.8,144,-2275432,0,-1454850,0,6098939,0,0,169,298,0,0,0,0,0,0,0,0,0,1,1,1,723,54,0,X 
1,1,50,0,20703.9,144,-2275402,0,-1454833,0,6099011,0,0,169,299,0,0,0,0,0,0,0,0,0,1,1,1,722,48,0,XX
1,1,50,0,20704.0,144,-2275372,0,-1454816,0,6099084,0,0,169,299,0,0,0,0,0,0,0,0,0,1,1,1,721,111,0,X 
1,1,50,0,20704.1,144,-2275342,0,-1454799,0,6099156,0,0,169,299,0,0,0,0,0,0,0,0,0,1,1,1,720,104,0,XX
1,1,50,0,20704.2,144,-2275312,0,-1454782,0,6099228,0,0,170,300,0,0,0,0,0,0,0,0,0,1,1,1,720,100,0,X 
1,1,50,0,20704.3,144,-2275282,0,-1454765,0,6099300,0,0,170,300,0,0,0,0,0,0,0,0,0,1,1,1,719,93,0,XX
1,1,50,0,20704.4,144,-2275252,0,-1454748,0,6099372,0,0,170,300,0,0,0,0,0,0,0,0,0,1,1,1,718,86,0,X 
1,1,50,0,20704.5,144,-2275222,0,-1454731,0,6099443,0,0,170,301,0,0,0,0,0,0,0,0,0,1,1,1,717,79,0,XX
1,1,50,0,20704.6,144,-2275192,0,-1454714,0,6099515,0,0,170,301,0,0,0,0,0,0,0,0,0,1,1,1,716,72,0,X 
1,1,50,0,20704.7,144,-2275162,0,-1454697,0,6099587,0,0,171,301,0,0,0,0,0,0,0,0,0,1,1,1,715,66,0,XX
1,1,50,0,20704.8,144,-2275131,0,-1454680,0,6099658,0,0,171,301,0,0,0,0,0,0,0,0,0,1,1,1,715,123,0,X 
1,1,50,0,20704.9,144,-2275101,0,-1454663,0,6099730,0,0,171,302,0,0,0,0,0,0,0,0,0,1,1,1,714,117,0,XX
1,1,50,0,20705.0,144,-2275071,0,-1454646,0,6099801,0,0,171,302,0,0,0,0,0,0,0,0,0,1,1,1,713,115,0,X 
1,1,50,0,20705.1,144,-2275041,0,-1454628,0,6099873,0,0,171,303,0,0,0,0,0,0,0,0,0,1,1,1,712,110,0,XX
1,1,50,0,20705.2,144,-2275010,0,-1454611,0,6099944,0,0,171,303,0,0,0,0,0,0,0,0,0,1,1,1,711,103,0,X 
1,1,50,0,20705.3,144,-2274980,0,-1454594,0,6100015,0,0,172,303,0,0,0,0,0,0,0,0,0,1,1,1,711,97,0,XX
1,1,50,0,20705.4,144,-2274950,0,-1454577,0,6100086,0,0,172,303,0,0,0,0,0,0,0,0,0,1,1,1,710,89,0,X 
1,1,50,0,20705.5,144,-2274919,0,-1454560,0,6100157,0,0,172,304,0,0,0,0,0,0,0,0,0,1,1,1,709,83,0,XX
1,1,50,0,20705.6,144,-2274889,0,-1454542,0,6100228,0,0,172,304,0,0,0,0,0,0,0,0,0,1,1,1,708,11,0,X 
1,1,50,0,20705.7,144,-2274858,0,-1454525,0,6100299,0,0,172,304,0,0,0,0,0,0,0,0,0,1,1,1,707,4,0,XX
1,1,50,0,20705.8,144,-2274828,0,-1454508,0,6100369,0,0,173,305,0,0,0,0,0,0,0,0,0,1,1,1,706,125,0,X 
1,1,50,0,20705.9,144,-2274797,0,-1454490,0,6100440,0,0,173,305,0,0,0,0,0,0,0,0,0,1,1,1,706,120,0,XX
1,1,50,0,20706.0,144,-2274767,0,-1454473,0,6100511,0,0,173,305,0,0,0,0,0,0,0,0,0,1,1,1,705,118,0,X 
1,1,50,0,20706.1,144,-2274736,0,-1454456,0,6100581,0,0,173,306,0,0,0,0,0,0,0,0,0,1,1,1,704,48,0,XX
1,1,50,0,20706.2,144,-2274706,0,-1454438,0,6100652,0,0,173,306,0,0,0,0,0,0,0,0,0,1,1,1,703,41,0,X 
1,1,50,0,20706.3,144,-2274675,0,-1454421,0,6100722,0,0,174,306,0,0,0,0,0,0,0,0,0,1,1,1,702,34,0,XX
1,1,50,0,20706.4,144,-2274644,0,-1454404,0,6100792,0,0,174,306,0,0,0,0,0,0,0,0,0,1,1,1,702,90,0,X 
1,1,50,0,20706.5,144,-2274614,0,-1454386,0,6100862,0,0,174,307,0,0,0,0,0,0,0,0,0,1,1,1,701,83,0,XX
1,1,50,0,20706.6,144,-2274583,0,-1454369,0,6100932,0,0,174,307,0,0,0,0,0,0,0,0,0,1,1,1,700,75,0,X 
1,1,50,0,20706.7,144,-2274552,0,-1454351,0,6101002,0,0,174,307,0,0,0,0,0,0,0,0,0,1,1,1,699,68,0,XX
1,1,50,0,20706.8,144,-2274521,0,-1454334,0,6101072,0,0,174,308,0,0,0,0,0,0,0,0,0,1,1,1,698,61,0,X 
1,1,50,0,20706.9,144,-2274490,0,-1454316,0,6101142,0,0,175,308,0,0,0,0,0,0,0,0,0,1,1,1,697,55,0,XX
1,1,50,0,20707.0,144,-2274460,0,-1454299,0,6101212,0,0,175,308,0,0,0,0,0,0,0,0,0,1,1,1,697,53,0,X 
1,1,50,0,20707.1,144,-2274429,0,-1454281,0,6101282,0,0,175,309,0,0,0,0,0,0,0,0,0,1,1,1,696,47,0,XX
1,1,50,0,20707.2,144,-2274398,0,-1454264,0,6101351,0,0,175,309,0,0,0,0,0,0,0,0,0,1,1,1,695,101,0,X 
1,1,50,0,20707.3,144,-2274367,0,-1454246,0,6101421,0,0,175,309,0,0,0,0,0,0,0,0,0,1,1,1,694,94,0,XX
1,1,50,0,20707.4,144,-2274336,0,-1454228,0,6101490,0,0,176,309,0,0,0,0,0,0,0,0,0,1,1,1,693,87,0,X 
1,1,50,0,20707.5,144,-2274305,0,-1454211,0,6101560,0,0,176,310,0,0,0,0,0,0,0,0,0,1,1,1,693,81,0,XX
1,1,50,0,20707.6,144,-2274274,0,-1454193,0,6101629,0,0,176,310,0,0,0,0,0,0,0,0,0,1,1,1,692,73,0,X 
1,1,50,0,20707.7,144,-2274243,0,-1454175,0,6101698,0,0,176,310,0,0,0,0,0,0,0,0,0,1,1,1,691,65,0,XX
1,1,50,0,20707.8,144,-2274212,0,-1454158,0,6101767,0,0,176,311,0,0,0,0,0,0,0,0,0,1,1,1,690,57,0,X 
1,1,50,0,20707.9,144,-2274180,0,-1454140,0,6101836,0,0,177,311,0,0,0,0,0,0,0,0,0,1,1,1,689,114,0,XX
1,1,50,0,20708.0,144,-2274149,0,-1454122,0,6101905,0,0,177,311,0,0,0,0,0,0,0,0,0,1,1,1,689,113,0,X 
1,1,50,0,20708.1,144,-2274118,0,-1454105,0,6101974,0,0,177,312,0,0,0,0,0,0,0,0,0,1,1,1,688,105,0,XX
1,1,50,0,20708.2,144,-2274087,0,-1454087,0,6102043,0,0,177,312,0,0,0,0,0,0,0,0,0,1,1,1,687,97,0,X 
1,1,50,0,20708.3,144,-2274056,0,-1454069,0,6102111,0,0,177,312,0,0,0,0,0,0,0,0,0,1,1,1,686,88,0,XX
1,1,50,0,20708.4,144,-2274024,0,-1454051,0,6102180,0,0,178,313,0,0,0,0,0,0,0,0,0,1,1,1,685,83,0,X 
1,1,50,0,20708.5,144,-2273993,0,-1454034,0,6102249,0,0,178,313,0,0,0,0,0,0,0,0,0,1,1,1,684,74,0,XX
1,1,50,0,20708.6,144,-2273962,0,-1454016,0,6102317,0,0,178,313,0,0,0,0,0,0,0,0,0,1,1,1,684,1,0,X 
1,1,50,0,20708.7,144,-2273930,0,-1453998,0,6102385,0,0,178,313,0,0,0,0,0,0,0,0,0,1,1,1,683,121,0,XX
1,1,50,0,20708.8,144,-2273899,0,-1453980,0,6102454,0,0,178,314,0,0,0,0,0,0,0,0,0,1,1,1,682,114,0,X 
1,1,50,0,20708.9,144,-2273867,0,-1453962,0,6102522,0,0,178,314,0,0,0,0,0,0,0,0,0,1,1,1,681,106,0,XX
1,1,50,0,20709.0,144,-2273836,0,-1453944,0,6102590,0,0,179,314,0,0,0,0,0,0,0,0,0,1,1,1,680,104,0,X 
1,1,50,0,20709.1,144,-2273804,0,-1453926,0,6102658,0,0,179,315,0,0,0,0,0,0,0,0,0,1,1,1,680,98,0,XX
1,1,50,0,20709.2,144,-2273773,0,-1453908,0,6102726,0,0,179,315,0,0,0,0,0,0,0,0,0,1,1,1,679,89,0,X 
1,1,50,0,20709.3,144,-2273741,0,-1453890,0,6102794,0,0,179,315,0,0,0,0,0,0,0,0,0,1,1,1,678,16,0,XX
1,1,50,0,20709.4,144,-2273710,0,-1453872,0,6102862,0,0,179,316,0,0,0,0,0,0,0,0,0,1,1,1,677,8,0,X 
1,1,50,0,20709.5,144,-2273678,0,-1453854,0,6102929,0,0,180,316,0,0,0,0,0,0,0,0,0,1,1,1,676,0,0,XX
1,1,50,0,20709.6,144,-2273646,0,-1453836,0,6102997,0,0,180,316,0,0,0,0,0,0,0,0,0,1,1,1,675,57,0,X 
1,1,50,0,20709.7,144,-2273615,0,-1453818,0,6103065,0,0,180,316,0,0,0,0,0,0,0,0,0,1,1,1,675,49,0,XX
1,1,50,0,20709.8,144,-2273583,0,-1453800,0,6103132,0,0,180,317,0,0,0,0,0,0,0,0,0,1,1,1,674,41,0,X 
1,1,50,0,20709.9,144,-2273551,0,-1453782,0,6103199,0,0,180,317,0,0,0,0,0,0,0,0,0,1,1,1,673,95,0,XX
1,1,50,0,20710.0,144,-2273519,0,-1453764,0,6103267,0,0,181,317,0,0,0,0,0,0,0,0,0,1,1,1,672,94,0,X 
1,1,50,0,20710.1,144,-2273488,0,-1453746,0,6103334,0,0,181,318,0,0,0,0,0,0,0,0,0,1,1,1,671,85,0,XX
1,1,50,0,20710.2,144,-2273456,0,-1453728,0,6103401,0,0,181,318,0,0,0,0,0,0,0,0,0,1,1,1,670,76,0,X 
1,1,50,0,20710.3,144,-2273424,0,-1453710,0,6103468,0,0,181,318,0,0,0,0,0,0,0,0,0,1,1,1,670,68,0,XX
1,1,50,0,20710.4,144,-2273392,0,-1453692,0,6103535,0,0,181,319,0,0,0,0,0,0,0,0,0,1,1,1,669,60,0,X 
1,1,50,0,20710.5,144,-2273360,0,-1453673,0,6103602,0,0,181,319,0,0,0,0,0,0,0,0,0,1,1,1,668,52,0,XX
1,1,50,0,20710.6,144,-2273328,0,-1453655,0,6103669,0,0,182,319,0,0,0,0,0,0,0,0,0,1,1,1,667,107,0,X 
1,1,50,0,20710.7,144,-2273296,0,-1453637,0,6103736,0,0,182,320,0,0,0,0,0,0,0,0,0,1,1,1,666,99,0,XX
1,1,50,0,20710.8,144,-2273264,0,-1453619,0,6103802,0,0,182,320,0,0,0,0,0,0,0,0,0,1,1,1,666,90,0,X 
